name,rating,n,link,director,star_1,star_2,star_3,synopsis
Rocky,8.0,"558,606",https://www.imdb.com//title/tt0075148/,John G. Avildsen,Sylvester Stallone,Talia Shire,Burt Young,"Rocky Balboa is a small-time boxer who seems to be going nowhere in life. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up a boxing match between Creed and Rocky. Rocky agrees to the fight, even though he knows he doesn't stand a chance.The fight takes place and, as expected, Rocky is soundly defeated. However, he wins the respect of Apollo and the crowd with his determination and heart. This inspires Rocky to start training harder and he eventually becomes a contender for the heavyweight title.Rocky faces many challenges along the way, including a tough opponent in the form of Clubber Lang, but he eventually gets his shot at the title. In a gripping final bout, Rocky defeats Lang and becomes the heavyweight champion of the world."
Ford v Ferrari,8.0,"364,378",https://www.imdb.com//title/tt1950186/,James Mangold,Matt Damon,Christian Bale,Jon Bernthal,The film follows the true story of how American car designer Carroll Shelby and British-born driver Ken Miles came together to build a revolutionary race car for Henry Ford II and take on the dominating Ferrari race team at the 24 Hours of Le Mans in France in 1966.
Stand by Me,8.0,"392,314",https://www.imdb.com//title/tt0092005/,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman,"The movie Stand by Me is about four young boys who go on an adventure to find a dead body. The boys, Gordie, Chris, Teddy, and Vern, are all from different backgrounds and have different personalities. They all become friends after going on this adventure together. The movie follows them as they grow up and face different challenges in their lives."
The Terminator,8.0,"839,841",https://www.imdb.com//title/tt0088247/,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,"The Terminator is a 1984 American science fiction film directed by James Cameron. It stars Arnold Schwarzenegger as the Terminator, a cyborg assassin sent back in time from 2029 to 1984 to kill Sarah Connor (Linda Hamilton), whose son will one day become a savior against machines in a future war. Michael Biehn plays Kyle Reese, a soldier from the future sent back in time to protect Sarah. The screenplay is credited to Cameron, Gale Anne Hurd, and William Wisher."
Rush,8.0,"467,462",https://www.imdb.com//title/tt1979320/,Ron Howard,Daniel BrÃ¼hl,Chris Hemsworth,Olivia Wilde,"Dr. William Rush is a ""medical fixer"" who discreetly helps the wealthy and powerful with their medical problems. He is asked to help a senator who has been diagnosed with a brain tumor, but Rush is reluctant to get involved. However, he changes his mind when he learns that the senator's wife is pregnant and wants to keep the pregnancy a secret. Rush is able to successfully remove the tumor and the senator's wife gives birth to a healthy baby."
Spotlight,8.0,"458,379",https://www.imdb.com//title/tt1895587/,Tom McCarthy,Mark Ruffalo,Michael Keaton,Rachel McAdams,"The film follows the Boston Globe's ""Spotlight"" team, the oldest continuously operating newspaper investigative unit in the United States, as it investigates allegations of abuse in the Catholic Church. In 2001, new editor Marty Baron (Liev Schreiber) pushes the team to investigate allegations of sexual abuse of children by Catholic priests. The team, including Walter ""Robby"" Robinson (Michael Keaton), Mike Rezendes (Mark Ruffalo), Sacha Pfeiffer (Rachel McAdams), and Matt Carroll (Brian d'Arcy James), reluctantly begins its investigation. However, as they connect the dots, the team uncovers a horrifying pattern of sexual abuse and cover-ups within the Church that spans decades. With the pressure mounting, the team races to find the truth before the statute of limitations expires and the perpetrators are able to walk free."
Into the Wild,8.0,"610,936",https://www.imdb.com//title/tt0758758/,Sean Penn,Emile Hirsch,Vince Vaughn,Catherine Keener,"The movie, Into the Wild, is based on a true story and follows the journey of Christopher McCandless. After graduating from college, McCandless decides to forgo the traditional route of getting a job and embark on a journey across America. He hitchhikes and hops freight trains, living off the land and encountering many interesting characters along the way. His ultimate goal is to reach Alaska, where he plans to live off the grid in complete isolation. However, as McCandless's journey comes to an end, he must face the harsh realities of nature and decide whether to continue living in the wild or return to society."
Network,8.0,"156,681",https://www.imdb.com//title/tt0074958/,Sidney Lumet,Faye Dunaway,William Holden,Peter Finch,"The film is set in the early 1970s, when the U.S. television industry was undergoing massive changes. Networks were starting to merge, and programming was becoming more and more homogenized. At the fictional UBS network, veteran news anchor Howard Beale is fired after he goes on a on-air tirade. But Beale's ratings go through the roof when he starts preaching his own brand of anti-establishment rhetoric, and the network sees an opportunity to cash in. They give him his own show, which quickly becomes a platform for him to lash out at anyone and everyone he feels is responsible for the country's problems. As Beale's popularity grows, so does his ego and his sense of power. But the network begins to worry that he may be going too far, and they start to look for ways to control him. Meanwhile, an ambitious young producer named Diana Christensen sees Beale as the key to her own plans for taking over the network. She manipulates him, the network, and the viewing public in her quest for power. The film follows the rise and fall of Howard Beale, and the dark side of the television industry that made him a star."
The Wizard of Oz,8.0,"388,867",https://www.imdb.com//title/tt0032138/,Victor Fleming,Judy Garland,Frank Morgan,Ray Bolger,"The Wizard of Oz is a 1939 American musical fantasy film produced by Metro-Goldwyn-Mayer. The film stars Judy Garland as Dorothy Gale, who is swept away from her Kansas farm home by a cyclone to the magical land of Oz. After a series of adventures, she joins forces with her new friends, the Scarecrow, the Tin Woodman, and the Cowardly Lion, to defeat the Wicked Witch of the West and return home to Kansas."
Logan,8.0,"725,734",https://www.imdb.com//title/tt3315342/,James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."
Groundhog Day,8.0,"613,032",https://www.imdb.com//title/tt0107048/,Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott,"In the movie Groundhog Day, Phil Connors is a cynical news reporter who is sent to cover the annual Groundhog Day event in Punxsutawney, Pennsylvania. He's not happy about it, but he soon finds himself stuck in a time loop, reliving the same day over and over again. At first, Phil tries to use the situation to his advantage, but he eventually realizes that he's trapped in a nightmare. He tries to escape the loop by killing himself, but he always wakes up back on Groundhog Day. As Phil starts to lose hope, he meets a woman named Rita, who helps him see the beauty in life. In the end, Phil learns to appreciate the day and the people around him, and he is finally able to break out of the time loop."
Ratatouille,8.0,"700,123",https://www.imdb.com//title/tt0382932/,Brad Bird,Brad Garrett,Lou Romano,Patton Oswalt,"A rat named Remy dreams of becoming a great French chef in spite of his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down."
The Exorcist,8.0,"390,800",https://www.imdb.com//title/tt0070047/,William Friedkin,Ellen Burstyn,Max von Sydow,Linda Blair,"The Exorcist is a movie about a girl who is possessed by a demon and her mother's attempt to save her with the help of two priests. The demon is eventually exorcised, but not before it wreaks havoc on the girl's body and mind."
Before Sunset,8.0,"256,483",https://www.imdb.com//title/tt0381681/,Richard Linklater,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,"Nine years after they first met, Celine and Jesse are reunited in Paris. They spend an afternoon and evening together, walking and talking about their past and their hopes for the future. They realize that they still have strong feelings for each other, but Celine is about to get married and Jesse is about to move to New York. As they say goodbye, they agree to meet again in six months."
The Best Years of Our Lives,8.0,"62,918",https://www.imdb.com//title/tt0036868/,William Wyler,Myrna Loy,Dana Andrews,Fredric March,"The Best Years of Our Lives is a 1946 American drama film directed by William Wyler and starring Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, and Harold Russell. The film is about three World War II veterans who return home to small-town America to find that they and their families face challenges in adjusting to life after war."
The Incredibles,8.0,"707,293",https://www.imdb.com//title/tt0317705/,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,"The Incredibles follows the story of a family of superheroes who are forced to retire and live a normal life after a lawsuit reveals their identities. However, when an evil villain threatens the world, they must don their costumes once again and use their powers to save the day."
The Battle of Algiers,8.0,"58,919",https://www.imdb.com//title/tt0058946/,Gillo Pontecorvo,Brahim Hadjadj,Jean Martin,Yacef Saadi,"The Battle of Algiers is a 1966 historical drama film directed by Gillo Pontecorvo and starring Marlon Brando, Jean Martin, and Jack Palance. The film, shot in a documentary style, depicts the history of the Algerian Revolution against the French government in the 1950s. The film has been praised for its realistic and unbiased portrayal of the events, as well as its use of newsreel-style footage."
Rebecca,8.0,"134,814",https://www.imdb.com//title/tt0032976/,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,"When a young woman arrives at the imposing estate of Manderley she finds herself vying for the attention of the brooding Maxim de Winter alongside the memory of his late wife Rebecca, who died in a tragic boating accident. The new Mrs. de Winter is consumed by jealousy and insecurity, but Maxim is still haunted by the ghost of his first wife. As she struggles to fit into her new role, she uncovers secrets about Rebecca that threaten to destroy her marriage and her sanity."
To Be or Not to Be,8.0,"35,850",https://www.imdb.com//title/tt0035446/,Ernst Lubitsch,Carole Lombard,Jack Benny,Robert Stack,"In the midst of World War II, a Polish theatre troupe struggles to keep their spirits high as the Nazi regime encroaches on their lives. When their leading lady, Maria, is recruited by the Polish resistance to help gather intelligence on the Nazis, the troupe must put on a brave face and continue their work, despite the ever-increasing danger around them. As the war rages on, the troupe must decide whether to stay and fight or flee the country."
The Grapes of Wrath,8.0,"91,406",https://www.imdb.com//title/tt0032551/,John Ford,Henry Fonda,Jane Darwell,John Carradine,"The film tells the story of the Joad family, who, like many other families in America during the 1930s, are forced to leave their home and travel west to find work. The family travels in their old car, which breaks down frequently, and they often have to resort to stealing food to survive. They eventually end up in California, where they find work picking grapes. However, they are treated poorly by their employers and are constantly exploited. The family is also constantly threatened by the police, who are cracking down on migrant workers. The film follows the family as they struggle to survive and ultimately triumph over their adversities."
Cool Hand Luke,8.0,"174,242",https://www.imdb.com//title/tt0061512/,Stuart Rosenberg,Paul Newman,George Kennedy,Strother Martin,"The film tells the story of Luke Jackson, a man who is sentenced to two years in a Florida prison farm for cutting the heads off parking meters. During his time in prison, Luke becomes a model prisoner, but constantly tests the patience of the prison warden and the other prisoners. After Luke is caught escaping from prison, he is put in ""the box"" and given a brutal beating. This only strengthens Luke's resolve, and he continues to test the authorities. Ultimately, Luke's rebelliousness leads to his tragic death."
Hachi: A Dog's Tale,8.0,"276,949",https://www.imdb.com//title/tt1028532/,Lasse HallstrÃ¶m,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,"Hachi: A Dog's Tale is a heartwarming story of a dog's unyielding loyalty to his owner. Based on a true story, Hachiko was an Akita dog in Japan during the 1920s who would wait at the train station every day for his owner to return from work. Even after his owner's death, Hachiko continued to go to the station every day for nine years until his own death. Hachiko's story touched the hearts of the Japanese people and continues to be an inspiration to people around the world."
Amores perros,8.0,"236,908",https://www.imdb.com//title/tt0245712/,Alejandro G. IÃ±Ã¡rritu,Emilio EchevarrÃ­a,Gael GarcÃ­a Bernal,Goya Toledo,"Amores perros is a Mexican drama film directed by Alejandro GonzÃ¡lez IÃ±Ã¡rritu and starring Gael GarcÃ­a Bernal, Emilio EchevarrÃ­a, Diego Luna, Vanessa Bauche, and Goya Toledo. It tells the story of three different people in Mexico City who are interconnected by their love for dogs and their own personal struggles. The first story follows a young man named Octavio (Bernal) who is trying to support his pregnant wife and family by running a dog-fighting ring. The second story follows Valeria (Bauche), a model who is involved in an abusive relationship with her husband. The third story follows El Chivo (EchevarrÃ­a), a former revolutionary who now lives as a homeless man and takes care of stray dogs. All three stories are linked together by the characters' relationships with their dogs, as well as their own personal struggles."
Dersu Uzala,8.0,"28,080",https://www.imdb.com//title/tt0071411/,Akira Kurosawa,Maksim Munzuk,Yuriy Solomin,Mikhail Bychkov,"In the early 1900s, a Russian geographer, captain and explorer named Vladimir Arsenyev is dispatched to the Siberian Far East on a mapping expedition. In the wilderness, he and his men come across a local hunter and trapper named Dersu Uzala, who agrees to help them navigate the treacherous terrain. Over the course of several months, the two men form a deep bond as they face the challenges of the wild together. But when the time comes for Arsenyev to return to civilization, Dersu realizes that he is no longer able to adapt to life in the city and decides to go back to his home in the mountains."
My Father and My Son,8.0,"85,444",https://www.imdb.com//title/tt0476735/,Cagan Irmak,Ãetin Tekindor,Fikret Kuskan,HÃ¼meyra,"In the film My Father and My Son, a father and son are forced to confront the ugly reality of their relationship when the son is diagnosed with cancer. The father, a successful businessman, has always been distant and cold towards his son, and the son has always resented him for it. However, when the son is diagnosed with cancer, the father is forced to face his own mortality and his relationship with his son. The father and son begin to bond over their shared experience of cancer, and the father finally begins to understand his son. However, just as the father and son are beginning to connect, the son dies from his cancer. The father is left devastated and must grapple with his own guilt and sorrow."
The 400 Blows,8.0,"115,260",https://www.imdb.com//title/tt0053198/,FranÃ§ois Truffaut,Jean-Pierre LÃ©aud,Albert RÃ©my,Claire Maurier,"The 400 Blows is a 1959 French coming-of-age drama film directed by FranÃ§ois Truffaut. The film follows Antoine Doinel, a misunderstood adolescent in Paris during the 1950s, as he struggles to find himself amid the overwhelming indifference of the adult world. The film earned several awards, including the Cannes Film Festival's Best Director Award."
Persona,8.0,"115,234",https://www.imdb.com//title/tt0060827/,Ingmar Bergman,Bibi Andersson,Liv Ullmann,Margaretha Krook,"A young nurse, Alma, is tasked with caring for a famous and reclusive actress, Elizabet, who has mysteriously stopped speaking. As Alma spends more time with Elizabet, she finds herself increasingly drawn into her patient's inner life and begins to identify with her. When Alma tries to break through to Elizabet, she instead unleashes a dark force that threatens to destroy them both."
Life of Brian,8.0,"392,025",https://www.imdb.com//title/tt0079470/,Terry Jones,Graham Chapman,John Cleese,Michael Palin,"The movie is a comedy about a man named Brian who is born on the same day as, and next door to, Jesus Christ. Brian grows up in Judea during the time of the Roman occupation. As an adult, Brian becomes a member of a rebel group who are fighting against the Romans. He is eventually captured and sentenced to be crucified. However, he is rescued at the last minute and lives to tell the story of his life."
La Haine,8.0,"167,629",https://www.imdb.com//title/tt0113247/,Mathieu Kassovitz,Vincent Cassel,Hubert KoundÃ©,SaÃ¯d Taghmaoui,"La Haine is a French film set in the banlieues of Paris in the aftermath of the riots that took place in the city in 2005. The film follows three young men - Vinz, SaÃ¯d, and Hubert - as they try to cope with the racism and violence that they face on a daily basis. The three friends are from different ethnic backgrounds - Vinz is Jewish, SaÃ¯d is Arab, and Hubert is black - but they have all grown up in the same neighborhood and have experienced the same struggles. As the film progresses, the three friends find themselves at a crossroads, and they must decide whether to give in to the hate that surrounds them or to find a way to rise above it."
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,"1,075,505",https://www.imdb.com//title/tt0325980/,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,"The movie is set in the Caribbean during the early 18th century. Jack Sparrow, a pirate, is captured by the British Royal Navy. He is brought to trial and sentenced to death. However, he is rescued by his crew and returns to the Caribbean.The Black Pearl, a pirate ship, attacks a Spanish vessel. The Spanish governor, Norrington, wants to take down the Black Pearl and its captain, Barbossa. He enlists the help of Sparrow, who agrees to help in exchange for his freedom.Sparrow and Norrington sail to an island where the Black Pearl is docked. They are ambushed by Barbossa and his crew, and Sparrow is taken captive.Barbossa plans to use Sparrow to break an ancient curse that was placed on him and his crew. The curse turns them into immortal skeletons at night.Sparrow escapes and rescues Elizabeth Swann, the governor's daughter, who has been taken captive by Barbossa. They return to the island, where Sparrow and Elizabeth confront Barbossa.Sparrow and Elizabeth are able to break the curse, and Barbossa and his crew are defeated."
It Happened One Night,8.0,"101,989",https://www.imdb.com//title/tt0025316/,Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly,A spoiled socialite (Claudette Colbert) is fleeing her father (Walter Connolly) and her upcoming marriage. She meets a reporter (Clark Gable) who is also trying to escape his problems. The two end up falling in love and helping each other out along the way.
The Sound of Music,8.0,"225,523",https://www.imdb.com//title/tt0059742/,Robert Wise,Julie Andrews,Christopher Plummer,Eleanor Parker,"The Sound of Music is a musical based on the life of Maria von Trapp. It tells the story of how Maria, a young nun, is sent to live with the von Trapp family as a governess to the children. Maria falls in love with the children and their father, Georg, and they eventually get married. The family then has to flee Austria when the Nazis invade. They eventually make it to America and start a new life. The movie features many popular songs, including ""Do-Re-Mi"", ""Edelweiss"", and ""My Favorite Things""."
The Handmaiden,8.0,"137,764",https://www.imdb.com//title/tt4016934/,Park Chan-wook,Kim Min-hee,Ha Jung-woo,Cho Jin-woong,A young woman is hired as a handmaiden to a Japanese heiress who is living under the watch of a Korean man hired to control her inheritance. The handmaiden and the Korean man form a plan to defraud the heiress and gain her fortune. The plan involves the handmaiden seducing the heiress and then convincing her to elope with a fake suitor. The Korean man will then be able to claim the heiress's fortune for himself. The plan is complicated when the handmaiden and the heiress develop real feelings for each other.
Gandhi,8.0,"227,549",https://www.imdb.com//title/tt0083987/,Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi,"The film opens in India in the early 1900s with a young Mohandas Gandhi (Ben Kingsley) living a peaceful life as a lawyer. However, the country is soon thrown into turmoil as the British colonial government imposes harsh laws on the Indian people. Gandhi begins to protest the unjust treatment of his people, and his peaceful protests quickly gain national attention. As the Indian people rally behind Gandhi, the British government realizes that they are dealing with a powerful force that they cannot control. ultimately, Gandhi's protests lead to India's independence from Britain."
Aladdin,8.0,"401,383",https://www.imdb.com//title/tt0103639/,Ron Clements,Scott Weinger,Robin Williams,Linda Larkin,"When street-urchin Aladdin vies for the love of the beautiful princess Jasmine, he uses a genie's magic power to become a prince in order to marry her. Iago, Jafar, the Genie and more larger-than-life characters fill out this animated adventure."
The Help,8.0,"448,871",https://www.imdb.com//title/tt1454029/,Tate Taylor,Emma Stone,Viola Davis,Octavia Spencer,"Based on the best-selling novel by Kathryn Stockett, ""The Help"" tells the story of black maids working in white households in Jackson, Mississippi during the early 1960s. The maids are constantly subjected to racism, sexism, and other forms of discrimination, but they band together to help a young white woman write a book about their experiences. The book is a huge success, and the maids are finally able to tell their stories and be recognized for their work."
Beauty and the Beast,8.0,"440,757",https://www.imdb.com//title/tt0101414/,Gary Trousdale,Paige O'Hara,Robby Benson,Jesse Corti,"A young woman named Belle is taken prisoner by a beast in his castle. Despite her fears, she befriends the castle's enchanted staff and learns to look beyond the Beast's hideous exterior, seeing the kind heart and soul of the true prince that lies within."
The Batman,8.0,"400,241",https://www.imdb.com//title/tt1877830/,Matt Reeves,Robert Pattinson,ZoÃ« Kravitz,Jeffrey Wright,"The movie is about Bruce Wayne, who becomes Batman to fight crime in Gotham City. He battles villains such as the Joker, Two-Face, and the Penguin."
Rififi,8.0,"33,703",https://www.imdb.com//title/tt0048021/,Jules Dassin,Jean Servais,Carl MÃ¶hner,Robert Manuel,"In Rififi, a group of four criminals come together to pull off a heist. The plan is meticulously planned and executed, but things start to go wrong when one of the men betrays the others. The betrayal leads to a violent showdown, and the heist does not go as planned. Despite the setbacks, the criminals are able to make off with the loot and go their separate ways."
Dances with Wolves,8.0,"258,986",https://www.imdb.com//title/tt0099348/,Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene,"In the year 1863, Lt. John Dunbar is injured in battle and left for dead. When he regains consciousness, he finds that he is the only survivor from his unit. He makes his way back to the fort, where he is hailed as a hero and offered a promotion. Dunbar, not wanting to be a hero, asks to be reassigned to the western frontier. There, he befriends a wolf he names Two Socks and a Sioux tribe led by Chief Ten Bears. Dunbar eventually falls in love with a Sioux woman named Stands With a Fist, who is the widow of a white man. As their relationship deepens, Dunbar comes to understand the Sioux way of life and fights to protect them from the U.S. cavalry."
